data,pretrain,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
e_VT,False,yolo12n,2.6,64,0,1,0.5606,0.8941,0.833,0.8407,0.8368,408,57,74,YOLOv12,small
e_VT,True,yolo12n,2.6,200,0,1,0.5883,0.8706,0.9007,0.799,0.8468,408,67,54,YOLOv12,small
e_VT,False,yolo12n,2.6,200,0,1,0.6114,0.8974,0.914,0.8235,0.8664,408,61,57,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,0,1,0.4528,0.7861,0.8627,0.6621,0.7492,808,210,171,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,0,1,0.4243,0.782,0.8409,0.6621,0.7409,808,197,268,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,0,1,0.4877,0.8398,0.8737,0.755,0.81,808,145,188,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,0,1,0.4909,0.8434,0.8541,0.7636,0.8063,808,138,209,YOLOv11,small
e_VT,True,yolo11n,2.6,64,0,1,0.4985,0.8268,0.8395,0.7525,0.7936,408,92,68,YOLOv11,small
e_VT,False,yolo11n,2.6,64,0,1,0.5703,0.8855,0.9057,0.7819,0.8392,408,77,58,YOLOv11,small
e_VT,True,yolo11n,2.6,200,0,1,0.5986,0.8953,0.8766,0.8186,0.8466,408,70,48,YOLOv11,small
e_VT,False,yolo11n,2.6,200,0,1,0.6018,0.9028,0.9122,0.826,0.867,408,54,72,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,0,2,0.2807,0.6369,0.7352,0.5582,0.6346,808,200,922,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,0,2,0.3486,0.6781,0.7432,0.6126,0.6716,808,191,516,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,0,2,0.4356,0.7768,0.8007,0.6819,0.7366,808,196,232,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,0,2,0.4763,0.7921,0.831,0.6621,0.737,808,240,141,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,0,2,0.5082,0.8648,0.8986,0.7735,0.8314,808,134,198,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,0,2,0.5168,0.8627,0.8689,0.7748,0.8191,808,113,247,YOLOv12,large
e_VT,True,yolo12x,59.1,16,0,2,0.3775,0.6341,0.7138,0.4828,0.576,408,268,17,YOLOv12,large
e_VT,False,yolo12x,59.1,16,0,2,0.4598,0.788,0.7325,0.7377,0.7351,408,87,125,YOLOv12,large
e_VT,True,yolo12x,59.1,64,0,2,0.5231,0.8324,0.8551,0.7475,0.7977,408,100,57,YOLOv12,large
e_VT,False,yolo12x,59.1,64,0,2,0.5727,0.8685,0.8224,0.8283,0.8253,408,75,68,YOLOv12,large
e_VT,True,yolo12x,59.1,200,0,2,0.6015,0.8932,0.8829,0.8314,0.8563,408,60,50,YOLOv12,large
e_VT,False,yolo12x,59.1,200,0,2,0.6412,0.9104,0.8994,0.848,0.873,408,56,39,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,0,2,0.2838,0.5432,0.5743,0.5309,0.5518,808,541,91,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,0,2,0.3699,0.6984,0.7238,0.63,0.6736,808,277,164,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,0,2,0.4845,0.7869,0.7654,0.7026,0.7327,808,239,142,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,0,2,0.4867,0.8094,0.8065,0.7118,0.7562,808,206,144,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,0,2,0.5428,0.8604,0.8322,0.792,0.8116,808,142,139,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,0,2,0.5328,0.8453,0.8306,0.7649,0.7964,808,157,156,YOLOv11,large
e_VT,True,yolo11x,56.9,16,0,2,0.3734,0.6205,0.6888,0.4828,0.5677,408,270,10,YOLOv11,large
e_VT,False,yolo11x,56.9,16,0,2,0.4698,0.7723,0.8378,0.6204,0.7129,408,175,27,YOLOv11,large
e_VT,True,yolo11x,56.9,64,0,2,0.5223,0.8603,0.8424,0.786,0.8132,408,88,57,YOLOv11,large
e_VT,False,yolo11x,56.9,64,0,2,0.5709,0.8745,0.8885,0.7814,0.8315,408,68,75,YOLOv11,large
e_VT,True,yolo11x,56.9,200,0,2,0.6148,0.8968,0.8801,0.8627,0.8713,408,56,47,YOLOv11,large
e_VT,False,yolo11x,56.9,200,0,2,0.6394,0.9175,0.888,0.8741,0.881,408,50,44,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,0,2,0.466,0.8174,0.8394,0.7505,0.7925,808,137,322,DETR,large
e_IMU,False,rtdetr-x,86.0,64,0,2,0.4704,0.8286,0.8846,0.7303,0.8001,808,116,416,DETR,large
e_IMU,True,rtdetr-x,86.0,200,0,2,0.5159,0.8639,0.8203,0.8136,0.817,808,90,359,DETR,large
e_IMU,False,rtdetr-x,86.0,200,0,2,0.5231,0.8545,0.8609,0.776,0.8162,808,69,1036,DETR,large
e_VT,True,rtdetr-x,86.0,64,0,2,0.4724,0.8005,0.8649,0.7058,0.7773,408,68,269,DETR,large
e_VT,False,rtdetr-x,86.0,64,0,2,0.537,0.8708,0.8074,0.8119,0.8096,408,27,351,DETR,large
e_VT,True,rtdetr-x,86.0,200,0,2,0.5916,0.8976,0.8745,0.8028,0.8371,408,30,303,DETR,large
e_VT,False,rtdetr-x,86.0,200,0,2,0.608,0.922,0.8542,0.8472,0.8507,408,22,222,DETR,large
e_IMU,True,rtdetr-l,45.0,16,0,2,0.3457,0.6908,0.7235,0.6399,0.6791,808,156,932,DETR,small
e_IMU,False,rtdetr-l,45.0,16,0,2,0.4194,0.7834,0.8101,0.7092,0.7563,808,131,406,DETR,small
e_IMU,True,rtdetr-l,45.0,64,0,2,0.4646,0.8046,0.859,0.7165,0.7813,808,129,583,DETR,small
e_IMU,False,rtdetr-l,45.0,64,0,2,0.4533,0.809,0.8182,0.7562,0.786,808,141,259,DETR,small
e_IMU,True,rtdetr-l,45.0,200,0,2,0.5344,0.8681,0.8649,0.792,0.8268,808,90,458,DETR,small
e_IMU,False,rtdetr-l,45.0,200,0,2,0.4414,0.7761,0.7754,0.729,0.7515,808,131,558,DETR,small
e_VT,True,rtdetr-l,45.0,16,0,2,0.3963,0.733,0.7513,0.6789,0.7133,408,79,381,DETR,small
e_VT,False,rtdetr-l,45.0,16,0,2,0.486,0.8357,0.8165,0.7696,0.7923,408,55,186,DETR,small
e_VT,True,rtdetr-l,45.0,64,0,2,0.5127,0.8518,0.8232,0.8104,0.8168,408,65,83,DETR,small
e_VT,False,rtdetr-l,45.0,64,0,2,0.5404,0.8597,0.8311,0.7672,0.7979,408,22,598,DETR,small
e_VT,True,rtdetr-l,45.0,200,0,2,0.592,0.9031,0.8983,0.8445,0.8706,408,42,91,DETR,small
e_VT,False,rtdetr-l,45.0,200,0,2,0.5862,0.9058,0.8574,0.8848,0.8709,408,39,100,DETR,small
e_IMU,True,yolo12n,2.6,16,0,2,0.2822,0.5784,0.6796,0.495,0.5728,808,325,314,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,0,2,0.3324,0.6783,0.7724,0.5817,0.6636,808,224,379,YOLOv12,small
e_IMU,True,yolo12n,2.6,64,0,2,0.4316,0.7724,0.8335,0.6621,0.738,808,207,236,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,0,2,0.4159,0.7779,0.8038,0.6745,0.7335,808,169,335,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,0,2,0.4882,0.8648,0.9001,0.7692,0.8295,808,118,224,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,0,2,0.501,0.8507,0.8659,0.743,0.7998,808,128,250,YOLOv12,small
e_VT,True,yolo12n,2.6,16,0,2,0.3261,0.6855,0.7433,0.5784,0.6506,408,131,182,YOLOv12,small
e_VT,False,yolo12n,2.6,16,0,2,0.4507,0.763,0.7524,0.6814,0.7151,408,141,54,YOLOv12,small
e_VT,True,yolo12n,2.6,64,0,2,0.5144,0.8432,0.858,0.7451,0.7976,408,83,90,YOLOv12,small
e_VT,False,yolo12n,2.6,64,0,2,0.557,0.8668,0.8114,0.8309,0.821,408,74,57,YOLOv12,small
e_VT,True,yolo12n,2.6,200,0,2,0.5958,0.8858,0.897,0.8324,0.8635,408,63,54,YOLOv12,small
e_VT,False,yolo12n,2.6,200,0,2,0.5805,0.9058,0.876,0.7961,0.8341,408,46,115,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,0,2,0.3074,0.6514,0.7086,0.5507,0.6198,808,261,340,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,0,2,0.3503,0.7047,0.7773,0.6134,0.6857,808,210,423,YOLOv11,small
e_IMU,True,yolo11n,2.6,64,0,2,0.4385,0.788,0.8644,0.651,0.7427,808,194,208,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,0,2,0.432,0.7953,0.8577,0.6861,0.7623,808,171,266,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,0,2,0.4843,0.8505,0.9044,0.7262,0.8056,808,127,283,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,0,2,0.4939,0.8575,0.8855,0.7654,0.821,808,126,246,YOLOv11,small
e_VT,True,yolo11n,2.6,16,0,2,0.342,0.7066,0.7582,0.6275,0.6867,408,120,161,YOLOv11,small
e_VT,False,yolo11n,2.6,16,0,2,0.4647,0.7964,0.8029,0.7034,0.7499,408,103,94,YOLOv11,small
e_VT,True,yolo11n,2.6,64,0,2,0.535,0.8515,0.8808,0.7647,0.8186,408,78,70,YOLOv11,small
e_VT,False,yolo11n,2.6,64,0,2,0.5696,0.8782,0.8471,0.8285,0.8377,408,63,55,YOLOv11,small
e_VT,True,yolo11n,2.6,200,0,2,0.5993,0.8996,0.9336,0.7932,0.8577,408,59,87,YOLOv11,small
e_VT,False,yolo11n,2.6,200,0,2,0.6031,0.9005,0.9106,0.8235,0.8649,408,58,54,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,2,1,0.2598,0.556,0.6266,0.459,0.5299,808,390,243,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,2,1,0.3652,0.6981,0.6878,0.6547,0.6708,808,250,224,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,2,1,0.454,0.7794,0.8191,0.672,0.7383,808,216,160,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,2,1,0.4801,0.8053,0.8231,0.7054,0.7597,808,215,127,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,2,1,0.5269,0.8431,0.8359,0.7757,0.8047,808,141,155,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,2,1,0.5178,0.8659,0.8798,0.7859,0.8302,808,103,266,YOLOv12,large
e_VT,True,yolo12x,59.1,16,2,1,0.425,0.6625,0.719,0.5392,0.6162,408,260,14,YOLOv12,large
e_VT,False,yolo12x,59.1,16,2,1,0.4921,0.8132,0.7836,0.7542,0.7686,408,77,148,YOLOv12,large
e_VT,True,yolo12x,59.1,64,2,1,0.5541,0.8535,0.8818,0.7549,0.8135,408,93,58,YOLOv12,large
e_VT,False,yolo12x,59.1,64,2,1,0.5601,0.8815,0.8505,0.8365,0.8435,408,55,76,YOLOv12,large
e_VT,True,yolo12x,59.1,200,2,1,0.6154,0.9044,0.8959,0.8225,0.8576,408,61,57,YOLOv12,large
e_VT,False,yolo12x,59.1,200,2,1,0.6257,0.9133,0.8985,0.8458,0.8714,408,50,59,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,2,1,0.2984,0.5747,0.6139,0.5136,0.5593,808,538,57,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,2,1,0.3775,0.7066,0.7831,0.5943,0.6758,808,311,135,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,2,1,0.4935,0.8131,0.8092,0.7242,0.7643,808,200,137,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,2,1,0.4838,0.8046,0.825,0.6993,0.7569,808,222,132,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,2,1,0.5442,0.8564,0.8516,0.7673,0.8072,808,145,142,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,2,1,0.5333,0.8454,0.8631,0.7611,0.8089,808,145,165,YOLOv11,large
e_VT,True,yolo11x,56.9,16,2,1,0.4202,0.6687,0.6825,0.5637,0.6174,408,253,13,YOLOv11,large
e_VT,False,yolo11x,56.9,16,2,1,0.5278,0.8367,0.8277,0.7549,0.7896,408,111,43,YOLOv11,large
e_VT,True,yolo11x,56.9,64,2,1,0.539,0.8455,0.881,0.7443,0.8069,408,109,31,YOLOv11,large
e_VT,False,yolo11x,56.9,64,2,1,0.5694,0.8581,0.857,0.7934,0.824,408,83,44,YOLOv11,large
e_VT,True,yolo11x,56.9,200,2,1,0.6102,0.9002,0.8971,0.8333,0.864,408,56,46,YOLOv11,large
e_VT,False,yolo11x,56.9,200,2,1,0.633,0.9109,0.9008,0.8458,0.8724,408,52,44,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,2,1,0.4497,0.8089,0.8194,0.7599,0.7885,808,132,398,DETR,large
e_IMU,False,rtdetr-x,86.0,64,2,1,0.4795,0.8232,0.8802,0.7178,0.7907,808,107,456,DETR,large
e_IMU,True,rtdetr-x,86.0,200,2,1,0.5498,0.885,0.8551,0.828,0.8413,808,79,328,DETR,large
e_IMU,False,rtdetr-x,86.0,200,2,1,0.5247,0.8631,0.8771,0.7686,0.8192,808,85,535,DETR,large
e_VT,True,rtdetr-x,86.0,64,2,1,0.5139,0.8225,0.8434,0.7549,0.7967,408,74,112,DETR,large
e_VT,False,rtdetr-x,86.0,64,2,1,0.5447,0.8689,0.8385,0.8269,0.8326,408,37,283,DETR,large
e_VT,True,rtdetr-x,86.0,200,2,1,0.5804,0.893,0.8918,0.8281,0.8588,408,50,140,DETR,large
e_VT,False,rtdetr-x,86.0,200,2,1,0.5829,0.8954,0.8514,0.8285,0.8398,408,35,210,DETR,large
e_IMU,True,rtdetr-l,45.0,64,2,1,0.4386,0.7946,0.8408,0.7166,0.7737,808,117,415,DETR,small
e_IMU,False,rtdetr-l,45.0,64,2,1,0.4884,0.829,0.8426,0.7686,0.8039,808,101,497,DETR,small
e_IMU,True,rtdetr-l,45.0,200,2,1,0.5098,0.8648,0.8716,0.7871,0.8272,808,86,507,DETR,small
e_IMU,False,rtdetr-l,45.0,200,2,1,0.5285,0.8676,0.8827,0.773,0.8242,808,66,589,DETR,small
e_VT,True,rtdetr-l,45.0,64,2,1,0.5247,0.8315,0.8497,0.748,0.7956,408,67,157,DETR,small
e_VT,False,rtdetr-l,45.0,64,2,1,0.5544,0.8836,0.8305,0.7941,0.8119,408,38,209,DETR,small
e_VT,True,rtdetr-l,45.0,200,2,1,0.5776,0.8726,0.8764,0.8164,0.8453,408,53,68,DETR,small
e_VT,False,rtdetr-l,45.0,200,2,1,0.5956,0.9219,0.9015,0.8407,0.87,408,36,103,DETR,small
e_IMU,True,yolo12n,2.6,64,2,1,0.4306,0.766,0.7611,0.6795,0.718,808,220,175,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,2,1,0.4394,0.7981,0.87,0.6819,0.7646,808,148,343,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,2,1,0.4628,0.832,0.887,0.7389,0.8062,808,138,271,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,2,1,0.4876,0.8418,0.8547,0.755,0.8017,808,118,339,YOLOv12,small
e_VT,True,yolo12n,2.6,64,2,1,0.5406,0.8185,0.8339,0.723,0.7745,408,125,46,YOLOv12,small
e_VT,False,yolo12n,2.6,64,2,1,0.5578,0.8502,0.8715,0.7623,0.8132,408,95,38,YOLOv12,small
e_VT,True,yolo12n,2.6,200,2,1,0.5872,0.8877,0.8787,0.8382,0.858,408,62,61,YOLOv12,small
e_VT,False,yolo12n,2.6,200,2,1,0.6133,0.9199,0.8768,0.8627,0.8697,408,45,60,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,2,1,0.4523,0.7881,0.7529,0.7164,0.7342,808,197,214,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,2,1,0.4492,0.7831,0.8227,0.677,0.7428,808,219,170,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,2,1,0.5056,0.8429,0.8879,0.745,0.8102,808,146,175,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,2,1,0.4923,0.8439,0.8752,0.7389,0.8013,808,137,228,YOLOv11,small
e_VT,True,yolo11n,2.6,64,2,1,0.5324,0.8444,0.8612,0.7299,0.7901,408,92,59,YOLOv11,small
e_VT,False,yolo11n,2.6,64,2,1,0.5725,0.8604,0.8704,0.7903,0.8285,408,80,48,YOLOv11,small
e_VT,True,yolo11n,2.6,200,2,1,0.614,0.9017,0.9154,0.826,0.8684,408,54,61,YOLOv11,small
e_VT,False,yolo11n,2.6,200,2,1,0.6171,0.9134,0.9054,0.8358,0.8692,408,54,54,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,2,2,0.3249,0.6189,0.6905,0.5099,0.5866,808,436,92,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,2,2,0.3929,0.7363,0.7975,0.6435,0.7123,808,228,240,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,2,2,0.488,0.8139,0.8302,0.7116,0.7664,808,190,145,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,2,2,0.4773,0.8387,0.8751,0.7141,0.7864,808,135,259,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,2,2,0.5196,0.8323,0.8542,0.7525,0.8001,808,157,168,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,2,2,0.5285,0.8427,0.867,0.75,0.8043,808,145,170,YOLOv12,large
e_VT,True,yolo12x,59.1,16,2,2,0.3584,0.6243,0.672,0.5123,0.5814,408,271,19,YOLOv12,large
e_VT,False,yolo12x,59.1,16,2,2,0.4681,0.8119,0.8605,0.7103,0.7782,408,104,75,YOLOv12,large
e_VT,True,yolo12x,59.1,64,2,2,0.5355,0.8651,0.854,0.7744,0.8123,408,91,47,YOLOv12,large
e_VT,False,yolo12x,59.1,64,2,2,0.5883,0.8825,0.9081,0.7819,0.8403,408,87,32,YOLOv12,large
e_VT,True,yolo12x,59.1,200,2,2,0.5597,0.88,0.8727,0.7899,0.8292,408,47,150,YOLOv12,large
e_VT,False,yolo12x,59.1,200,2,2,0.6264,0.9057,0.8846,0.8554,0.8698,408,55,47,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,2,2,0.3369,0.6673,0.7316,0.5767,0.645,808,332,155,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,2,2,0.4118,0.7281,0.7653,0.6257,0.6885,808,269,207,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,2,2,0.4568,0.7903,0.8394,0.6906,0.7578,808,192,153,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,2,2,0.4733,0.8089,0.8039,0.7302,0.7653,808,190,164,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,2,2,0.5394,0.8522,0.8067,0.7871,0.7968,808,159,139,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,2,2,0.5363,0.8419,0.8496,0.7548,0.7994,808,156,158,YOLOv11,large
e_VT,True,yolo11x,56.9,16,2,2,0.3661,0.6583,0.8068,0.522,0.6339,408,213,28,YOLOv11,large
e_VT,False,yolo11x,56.9,16,2,2,0.4819,0.8134,0.8218,0.7402,0.7788,408,117,54,YOLOv11,large
e_VT,True,yolo11x,56.9,64,2,2,0.5593,0.8475,0.872,0.7678,0.8166,408,97,32,YOLOv11,large
e_VT,False,yolo11x,56.9,64,2,2,0.5765,0.8934,0.8945,0.7917,0.8399,408,71,57,YOLOv11,large
e_VT,True,yolo11x,56.9,200,2,2,0.6193,0.8985,0.8364,0.8522,0.8442,408,64,62,YOLOv11,large
e_VT,False,yolo11x,56.9,200,2,2,0.6372,0.9199,0.9079,0.8554,0.8809,408,55,39,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,16,2,2,0.3434,0.6747,0.7631,0.6151,0.6812,808,220,488,DETR,large
e_IMU,False,rtdetr-x,86.0,16,2,2,0.3994,0.748,0.7776,0.6757,0.7231,808,160,479,DETR,large
e_IMU,True,rtdetr-x,86.0,64,2,2,0.4583,0.8078,0.885,0.6918,0.7766,808,128,467,DETR,large
e_IMU,False,rtdetr-x,86.0,64,2,2,0.4945,0.8422,0.8519,0.7661,0.8067,808,102,472,DETR,large
e_IMU,True,rtdetr-x,86.0,200,2,2,0.5081,0.8495,0.8872,0.7537,0.815,808,99,539,DETR,large
e_IMU,False,rtdetr-x,86.0,200,2,2,0.5246,0.8695,0.8607,0.7995,0.829,808,85,361,DETR,large
e_VT,True,rtdetr-x,86.0,16,2,2,0.3729,0.6904,0.7743,0.6223,0.69,408,148,70,DETR,large
e_VT,False,rtdetr-x,86.0,16,2,2,0.4857,0.8409,0.8905,0.7475,0.8128,408,61,187,DETR,large
e_VT,True,rtdetr-x,86.0,64,2,2,0.4843,0.8075,0.8534,0.6961,0.7668,408,61,314,DETR,large
e_VT,False,rtdetr-x,86.0,64,2,2,0.5495,0.8638,0.8349,0.7966,0.8153,408,51,161,DETR,large
e_VT,True,rtdetr-x,86.0,200,2,2,0.5931,0.888,0.8757,0.848,0.8616,408,47,81,DETR,large
e_VT,False,rtdetr-x,86.0,200,2,2,0.584,0.8916,0.91,0.7696,0.8339,408,26,448,DETR,large
e_IMU,True,rtdetr-l,45.0,16,2,2,0.4175,0.7735,0.8209,0.6968,0.7538,808,191,219,DETR,small
e_IMU,False,rtdetr-l,45.0,16,2,2,0.4288,0.7824,0.8384,0.7042,0.7655,808,152,348,DETR,small
e_IMU,True,rtdetr-l,45.0,64,2,2,0.4673,0.8012,0.8293,0.7334,0.7784,808,105,514,DETR,small
e_IMU,False,rtdetr-l,45.0,64,2,2,0.4881,0.8359,0.8777,0.7548,0.8116,808,99,420,DETR,small
e_IMU,True,rtdetr-l,45.0,200,2,2,0.5198,0.8692,0.8496,0.7834,0.8152,808,75,476,DETR,small
e_IMU,False,rtdetr-l,45.0,200,2,2,0.5033,0.8429,0.8314,0.7574,0.7927,808,99,649,DETR,small
e_VT,True,rtdetr-l,45.0,16,2,2,0.4078,0.7519,0.7522,0.7066,0.7287,408,70,296,DETR,small
e_VT,False,rtdetr-l,45.0,16,2,2,0.4379,0.7514,0.813,0.6838,0.7428,408,136,38,DETR,small
e_VT,True,rtdetr-l,45.0,64,2,2,0.5145,0.8554,0.8188,0.7863,0.8022,408,21,595,DETR,small
e_VT,False,rtdetr-l,45.0,64,2,2,0.5478,0.8821,0.8795,0.7692,0.8207,408,30,471,DETR,small
e_VT,True,rtdetr-l,45.0,200,2,2,0.5865,0.8951,0.8753,0.8456,0.8602,408,42,107,DETR,small
e_VT,False,rtdetr-l,45.0,200,2,2,0.5963,0.9132,0.915,0.8358,0.8736,408,32,157,DETR,small
e_IMU,True,yolo12n,2.6,16,2,2,0.3613,0.6971,0.7493,0.592,0.6614,808,264,268,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,2,2,0.3823,0.7551,0.8243,0.6619,0.7342,808,176,335,YOLOv12,small
e_IMU,True,yolo12n,2.6,64,2,2,0.4188,0.7841,0.82,0.7191,0.7662,808,175,238,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,2,2,0.4359,0.7994,0.8518,0.6615,0.7447,808,141,365,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,2,2,0.475,0.8244,0.8594,0.7314,0.7903,808,131,302,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,2,2,0.4932,0.8472,0.878,0.7479,0.8078,808,122,246,YOLOv12,small
e_VT,True,yolo12n,2.6,16,2,2,0.3543,0.6933,0.7111,0.652,0.6802,408,155,76,YOLOv12,small
e_IMU,True,yolo12x,59.1,16,4,1,0.3036,0.6185,0.6736,0.5582,0.6105,808,298,264,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,4,1,0.3759,0.6954,0.7225,0.6122,0.6628,808,341,114,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,4,1,0.46,0.7799,0.7933,0.7031,0.7455,808,205,182,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,4,1,0.4949,0.7951,0.8408,0.677,0.75,808,195,190,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,4,1,0.5304,0.8475,0.8351,0.7748,0.8038,808,147,158,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,4,1,0.5145,0.8631,0.8816,0.7772,0.8261,808,112,219,YOLOv12,large
e_VT,True,yolo12x,59.1,16,4,1,0.3418,0.6915,0.7473,0.6161,0.6754,408,135,123,YOLOv12,large
e_VT,False,yolo12x,59.1,16,4,1,0.5024,0.8416,0.8238,0.7647,0.7932,408,78,85,YOLOv12,large
e_VT,True,yolo12x,59.1,64,4,1,0.4765,0.8289,0.7913,0.7917,0.7915,408,60,170,YOLOv12,large
e_VT,False,yolo12x,59.1,64,4,1,0.5781,0.8802,0.8553,0.8407,0.8479,408,59,66,YOLOv12,large
e_VT,True,yolo12x,59.1,200,4,1,0.6157,0.9019,0.8971,0.8431,0.8693,408,61,48,YOLOv12,large
e_VT,False,yolo12x,59.1,200,4,1,0.633,0.911,0.9051,0.8652,0.8847,408,51,40,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,4,1,0.3308,0.6481,0.7379,0.5421,0.625,808,391,78,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,4,1,0.374,0.686,0.7615,0.5691,0.6514,808,370,90,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,4,1,0.4834,0.7892,0.8108,0.6894,0.7452,808,210,180,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,4,1,0.4763,0.8044,0.8399,0.7077,0.7682,808,181,207,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,4,1,0.5495,0.859,0.8349,0.7896,0.8116,808,143,138,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,4,1,0.5355,0.8487,0.8212,0.7844,0.8024,808,151,149,YOLOv11,large
e_VT,True,yolo11x,56.9,16,4,1,0.3758,0.6629,0.8614,0.594,0.7032,408,170,37,YOLOv11,large
e_VT,False,yolo11x,56.9,16,4,1,0.5338,0.8468,0.8773,0.75,0.8087,408,79,68,YOLOv11,large
e_VT,True,yolo11x,56.9,64,4,1,0.5525,0.8414,0.8826,0.7557,0.8142,408,83,57,YOLOv11,large
e_VT,False,yolo11x,56.9,64,4,1,0.5743,0.8774,0.8774,0.8015,0.8377,408,66,68,YOLOv11,large
e_VT,True,yolo11x,56.9,200,4,1,0.6191,0.898,0.8727,0.8529,0.8627,408,60,44,YOLOv11,large
e_VT,False,yolo11x,56.9,200,4,1,0.6401,0.9074,0.9087,0.8292,0.8671,408,60,50,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,16,4,1,0.3602,0.7074,0.7918,0.6212,0.6962,808,196,431,DETR,large
e_IMU,False,rtdetr-x,86.0,16,4,1,0.409,0.7814,0.822,0.703,0.7579,808,167,336,DETR,large
e_IMU,True,rtdetr-x,86.0,64,4,1,0.4519,0.7994,0.8373,0.72,0.7742,808,115,635,DETR,large
e_IMU,False,rtdetr-x,86.0,64,4,1,0.4778,0.8331,0.8542,0.7613,0.805,808,115,370,DETR,large
e_IMU,True,rtdetr-x,86.0,200,4,1,0.5348,0.8672,0.8527,0.7952,0.8229,808,67,554,DETR,large
e_IMU,False,rtdetr-x,86.0,200,4,1,0.5097,0.858,0.8836,0.7735,0.8249,808,75,693,DETR,large
e_VT,True,rtdetr-x,86.0,16,4,1,0.4217,0.7346,0.8049,0.6765,0.7351,408,102,242,DETR,large
e_VT,False,rtdetr-x,86.0,16,4,1,0.5177,0.8428,0.8118,0.7931,0.8023,408,40,544,DETR,large
