data,pretrain,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
e_IMU,False,rtdetr-l,45.0,16,6,3,0.4139,0.7618,0.808,0.6869,0.7425,808,139,506,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,3,0.4293,0.7746,0.8462,0.6765,0.7519,408,71,242,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,3,0.4654,0.7945,0.7812,0.7598,0.7704,408,60,208,DETR,small
e_IMU,True,yolo12n,2.6,16,6,3,0.3069,0.6533,0.7526,0.5723,0.6502,808,263,360,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,3,0.3515,0.7258,0.7687,0.6376,0.697,808,162,531,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,3,0.3313,0.6705,0.7312,0.6299,0.6768,408,134,102,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,3,0.4407,0.7726,0.8482,0.6642,0.745,408,114,85,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,3,0.3257,0.6738,0.766,0.5656,0.6507,808,280,264,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,3,0.3697,0.7263,0.8245,0.6106,0.7016,808,220,327,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,3,0.3784,0.7005,0.7527,0.6054,0.671,408,198,43,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,3,0.4847,0.8242,0.7837,0.7371,0.7597,408,83,151,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,4,0.3619,0.693,0.7488,0.6236,0.6805,808,213,364,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,4,0.4363,0.7924,0.8447,0.7269,0.7814,808,162,331,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,4,0.4684,0.7709,0.8549,0.723,0.7835,408,68,349,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,4,0.5122,0.8306,0.8073,0.7495,0.7773,408,45,491,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,4,0.3726,0.6956,0.7139,0.677,0.695,808,167,583,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,4,0.404,0.7472,0.8045,0.6823,0.7384,808,202,220,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,4,0.4344,0.7938,0.76,0.7372,0.7484,408,44,666,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,4,0.4971,0.8117,0.8392,0.6863,0.7551,408,40,736,DETR,small
e_IMU,True,yolo12n,2.6,16,6,4,0.3341,0.641,0.7361,0.5371,0.6211,808,378,117,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,4,0.3695,0.6875,0.7472,0.5953,0.6627,808,343,119,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,4,0.3812,0.7135,0.7711,0.6593,0.7108,408,124,94,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,4,0.4968,0.8397,0.8227,0.7849,0.8034,408,74,101,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,4,0.3511,0.6536,0.6943,0.5446,0.6104,808,391,111,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,4,0.3687,0.6987,0.8071,0.5804,0.6753,808,202,531,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,4,0.4293,0.758,0.8387,0.6627,0.7404,408,117,76,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,4,0.5186,0.8568,0.8077,0.7721,0.7895,408,67,139,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,5,0.3969,0.7498,0.8078,0.6696,0.7322,808,176,352,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,5,0.4211,0.7619,0.8247,0.6639,0.7356,808,169,371,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,5,0.403,0.7232,0.8041,0.6299,0.7064,408,78,427,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,5,0.4731,0.8083,0.8451,0.6951,0.7628,408,48,558,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,5,0.4244,0.7733,0.7966,0.7129,0.7524,808,169,303,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,5,0.4338,0.7809,0.8472,0.703,0.7684,808,156,327,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,5,0.4286,0.7642,0.8143,0.6569,0.7271,408,65,366,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,5,0.5158,0.8376,0.8933,0.6936,0.7809,408,58,251,DETR,small
e_IMU,True,yolo12n,2.6,16,6,5,0.2899,0.6488,0.6455,0.6399,0.6427,808,197,543,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,5,0.3487,0.7012,0.7342,0.6154,0.6696,808,259,219,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,5,0.3906,0.6665,0.803,0.5123,0.6255,408,226,27,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,5,0.4787,0.7697,0.8097,0.6361,0.7124,408,166,32,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,5,0.3566,0.6894,0.7499,0.5902,0.6605,808,311,172,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,5,0.3742,0.745,0.8051,0.6411,0.7138,808,203,416,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,5,0.4321,0.7044,0.628,0.6495,0.6386,408,234,16,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,5,0.4907,0.8041,0.8193,0.7002,0.7551,408,147,34,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,6,0.3507,0.6969,0.7215,0.6125,0.6625,808,132,1263,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,6,0.416,0.7736,0.8139,0.6943,0.7494,808,127,451,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,6,0.3641,0.6493,0.7707,0.5882,0.6672,408,137,174,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,6,0.4858,0.8013,0.809,0.6887,0.744,408,80,188,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,6,0.3472,0.6984,0.7622,0.6337,0.692,808,224,392,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,6,0.3957,0.7446,0.7788,0.7058,0.7405,808,188,245,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,6,0.4142,0.6746,0.8878,0.5622,0.6884,408,167,46,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,6,0.475,0.8044,0.8627,0.6667,0.7521,408,49,540,DETR,small
e_IMU,True,yolo12n,2.6,16,6,6,0.3377,0.6844,0.7052,0.5953,0.6456,808,277,233,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,6,0.3757,0.7051,0.7064,0.6403,0.6717,808,288,175,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,6,0.4211,0.6815,0.8452,0.5588,0.6728,408,177,36,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,6,0.4722,0.8207,0.793,0.7041,0.7459,408,82,138,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,6,0.344,0.6777,0.714,0.5804,0.6403,808,290,273,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,6,0.3684,0.7207,0.7692,0.6147,0.6834,808,263,213,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,6,0.4287,0.6936,0.8354,0.5472,0.6612,408,193,31,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,6,0.4848,0.7776,0.79,0.6887,0.7359,408,138,53,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,7,0.3731,0.7187,0.7622,0.6467,0.6997,808,181,531,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,7,0.2917,0.6325,0.664,0.6077,0.6346,808,206,610,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,7,0.3939,0.7079,0.7957,0.6015,0.6851,408,87,395,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,7,0.5038,0.8103,0.7859,0.7279,0.7558,408,44,393,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,7,0.3746,0.7271,0.7926,0.6572,0.7186,808,180,377,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,7,0.4134,0.7422,0.7929,0.6584,0.7194,808,137,729,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,7,0.4337,0.7571,0.7731,0.6789,0.723,408,95,171,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,7,0.5058,0.8207,0.783,0.7181,0.7492,408,57,238,DETR,small
e_IMU,True,yolo12n,2.6,16,6,7,0.3338,0.6393,0.6941,0.5619,0.621,808,294,254,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,7,0.3627,0.7225,0.8087,0.6349,0.7114,808,200,413,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,7,0.3704,0.6887,0.7758,0.6021,0.678,408,127,167,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,7,0.5054,0.8398,0.847,0.7601,0.8012,408,60,175,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,7,0.3465,0.6896,0.7598,0.6312,0.6896,808,246,296,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,7,0.3543,0.7118,0.7873,0.6176,0.6922,808,195,547,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,7,0.4164,0.7322,0.7378,0.6569,0.695,408,162,52,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,7,0.4853,0.7835,0.709,0.7059,0.7075,408,88,176,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,8,0.4069,0.7441,0.8158,0.647,0.7217,808,188,334,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,8,0.4085,0.7434,0.8188,0.6768,0.741,808,201,268,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,8,0.3482,0.6941,0.7829,0.6373,0.7026,408,138,79,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,8,0.4721,0.809,0.8001,0.7279,0.7623,408,58,288,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,8,0.3915,0.7682,0.8176,0.7005,0.7545,808,174,309,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,8,0.3971,0.7425,0.7792,0.7092,0.7425,808,186,283,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,8,0.3886,0.714,0.8198,0.6127,0.7013,408,113,207,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,8,0.4922,0.8305,0.7828,0.7773,0.78,408,51,280,DETR,small
e_IMU,True,yolo12n,2.6,16,6,8,0.332,0.6417,0.7255,0.5606,0.6325,808,309,221,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,8,0.3991,0.7562,0.8076,0.6535,0.7224,808,191,261,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,8,0.3465,0.6567,0.7225,0.5744,0.64,408,182,64,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,8,0.4411,0.7849,0.7698,0.7181,0.7431,408,83,199,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,8,0.3761,0.7025,0.7964,0.5681,0.6631,808,316,164,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,8,0.4024,0.7549,0.8293,0.651,0.7294,808,214,244,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,8,0.3416,0.6981,0.7609,0.6007,0.6714,408,112,261,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,8,0.4804,0.8348,0.8252,0.7353,0.7777,408,63,258,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,9,0.3793,0.7019,0.7927,0.653,0.7161,808,226,252,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,9,0.3972,0.7381,0.8262,0.6589,0.7332,808,186,328,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,9,0.3551,0.6947,0.7784,0.6027,0.6794,408,108,274,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,9,0.4818,0.8135,0.8675,0.6902,0.7688,408,67,179,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,9,0.4006,0.7211,0.7476,0.6572,0.6995,808,189,396,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,9,0.3867,0.6964,0.7785,0.63,0.6964,808,248,227,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,9,0.428,0.7338,0.8236,0.6593,0.7324,408,126,77,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,9,0.5061,0.845,0.8415,0.7546,0.7957,408,51,221,DETR,small
e_IMU,True,yolo12n,2.6,16,6,9,0.3363,0.6445,0.7272,0.5458,0.6236,808,334,182,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,9,0.3896,0.6871,0.7605,0.5767,0.656,808,331,123,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,9,0.3796,0.7035,0.7342,0.6716,0.7015,408,138,72,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,9,0.4722,0.7935,0.8044,0.7181,0.7588,408,103,84,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,9,0.3552,0.6534,0.6882,0.5326,0.6005,808,399,121,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,9,0.3981,0.7026,0.7386,0.5965,0.66,808,323,134,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,9,0.4038,0.731,0.8036,0.6103,0.6937,408,179,27,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,9,0.483,0.7987,0.8129,0.6936,0.7486,408,126,56,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,10,0.4142,0.7352,0.8085,0.6646,0.7295,808,155,735,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,10,0.4391,0.7829,0.8464,0.6906,0.7606,808,139,458,DETR,large
e_VT,True,rtdetr-x,86.0,16,6,10,0.4117,0.722,0.7525,0.6814,0.7152,408,136,76,DETR,large
e_VT,False,rtdetr-x,86.0,16,6,10,0.4953,0.8268,0.8323,0.7279,0.7767,408,48,341,DETR,large
e_IMU,True,rtdetr-l,45.0,16,6,10,0.3378,0.6717,0.6956,0.625,0.6584,808,119,2393,DETR,small
e_IMU,False,rtdetr-l,45.0,16,6,10,0.4145,0.742,0.8274,0.6597,0.7341,808,189,361,DETR,small
e_VT,True,rtdetr-l,45.0,16,6,10,0.4613,0.7781,0.7777,0.7328,0.7546,408,67,312,DETR,small
e_VT,False,rtdetr-l,45.0,16,6,10,0.4722,0.8184,0.7609,0.7966,0.7783,408,66,173,DETR,small
e_IMU,True,yolo12n,2.6,16,6,10,0.3741,0.6946,0.7721,0.62,0.6878,808,215,433,YOLOv12,small
e_IMU,False,yolo12n,2.6,16,6,10,0.3632,0.7247,0.8145,0.6386,0.7159,808,174,573,YOLOv12,small
e_VT,True,yolo12n,2.6,16,6,10,0.3709,0.7244,0.7196,0.7108,0.7152,408,85,249,YOLOv12,small
e_VT,False,yolo12n,2.6,16,6,10,0.4888,0.8444,0.8265,0.759,0.7914,408,73,147,YOLOv12,small
e_IMU,True,yolo11n,2.6,16,6,10,0.3508,0.6857,0.7995,0.5775,0.6706,808,239,331,YOLOv11,small
e_IMU,False,yolo11n,2.6,16,6,10,0.3808,0.71,0.7825,0.6144,0.6884,808,224,348,YOLOv11,small
e_VT,True,yolo11n,2.6,16,6,10,0.4521,0.7578,0.781,0.6544,0.7121,408,152,47,YOLOv11,small
e_VT,False,yolo11n,2.6,16,6,10,0.4954,0.8443,0.8316,0.7475,0.7873,408,101,56,YOLOv11,small
e_IMU,True,rtdetr-x,86.0,16,6,11,0.3839,0.7116,0.7934,0.6414,0.7094,808,179,696,DETR,large
e_IMU,False,rtdetr-x,86.0,16,6,11,0.3997,0.7489,0.8578,0.6658,0.7497,808,179,283,DETR,large
e_IMU,True,yolo12x,59.1,16,9,1,0.3172,0.6326,0.6903,0.5656,0.6217,808,314,234,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,9,1,0.3771,0.7044,0.752,0.6262,0.6834,808,223,394,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,9,1,0.4693,0.7931,0.8025,0.7042,0.7501,808,212,167,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,9,1,0.5026,0.8087,0.7996,0.726,0.761,808,188,165,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,9,1,0.5301,0.8394,0.8583,0.7426,0.7963,808,146,190,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,9,1,0.4934,0.8512,0.8557,0.7574,0.8036,808,115,318,YOLOv12,large
e_VT,True,yolo12x,59.1,16,9,1,0.363,0.6588,0.8117,0.4975,0.6169,408,230,19,YOLOv12,large
e_VT,False,yolo12x,59.1,16,9,1,0.4863,0.8207,0.8672,0.7108,0.7813,408,102,66,YOLOv12,large
e_VT,True,yolo12x,59.1,64,9,1,0.5553,0.8443,0.8798,0.7535,0.8117,408,102,41,YOLOv12,large
e_VT,False,yolo12x,59.1,64,9,1,0.5772,0.8816,0.8595,0.8095,0.8337,408,80,51,YOLOv12,large
e_VT,True,yolo12x,59.1,200,9,1,0.5928,0.8854,0.8629,0.8284,0.8453,408,58,60,YOLOv12,large
e_VT,False,yolo12x,59.1,200,9,1,0.6226,0.9018,0.8955,0.8211,0.8567,408,59,49,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,9,1,0.329,0.6425,0.6789,0.5767,0.6237,808,308,247,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,9,1,0.4223,0.761,0.7693,0.6906,0.7278,808,195,260,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,9,1,0.4863,0.8155,0.7668,0.761,0.7639,808,210,140,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,9,1,0.4881,0.8025,0.7745,0.7339,0.7537,808,207,153,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,9,1,0.5455,0.8477,0.8377,0.7537,0.7935,808,160,152,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,9,1,0.5184,0.8531,0.8665,0.7649,0.8125,808,128,220,YOLOv11,large
e_VT,True,yolo11x,56.9,16,9,1,0.3851,0.6638,0.6657,0.576,0.6176,408,241,22,YOLOv11,large
e_VT,False,yolo11x,56.9,16,9,1,0.4593,0.7823,0.7848,0.6961,0.7378,408,136,56,YOLOv11,large
e_VT,True,yolo11x,56.9,64,9,1,0.5688,0.8541,0.9109,0.7353,0.8137,408,119,18,YOLOv11,large
e_VT,False,yolo11x,56.9,64,9,1,0.5823,0.9001,0.8879,0.8235,0.8545,408,62,64,YOLOv11,large
e_VT,True,yolo11x,56.9,200,9,1,0.6118,0.9016,0.864,0.8407,0.8522,408,64,55,YOLOv11,large
e_VT,False,yolo11x,56.9,200,9,1,0.6071,0.9277,0.8819,0.8529,0.8672,408,40,75,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,9,1,0.4818,0.8193,0.812,0.7649,0.7877,808,128,275,DETR,large
e_IMU,False,rtdetr-x,86.0,64,9,1,0.4819,0.8234,0.7882,0.7876,0.7879,808,114,412,DETR,large
e_IMU,True,rtdetr-x,86.0,200,9,1,0.4942,0.838,0.8299,0.771,0.7994,808,80,777,DETR,large
e_IMU,False,rtdetr-x,86.0,200,9,1,0.5103,0.8681,0.8755,0.7933,0.8324,808,85,386,DETR,large
e_VT,True,rtdetr-x,86.0,64,9,1,0.5345,0.855,0.8373,0.7947,0.8155,408,58,131,DETR,large
e_VT,False,rtdetr-x,86.0,64,9,1,0.5637,0.8807,0.8584,0.8319,0.8449,408,46,194,DETR,large
e_VT,True,rtdetr-x,86.0,200,9,1,0.5665,0.8774,0.8475,0.8173,0.8321,408,61,62,DETR,large
e_VT,False,rtdetr-x,86.0,200,9,1,0.5803,0.8952,0.8698,0.8113,0.8395,408,33,254,DETR,large
e_IMU,True,rtdetr-l,45.0,64,9,1,0.4683,0.8204,0.8615,0.7512,0.8026,808,123,381,DETR,small
e_IMU,False,rtdetr-l,45.0,64,9,1,0.4763,0.8186,0.829,0.7673,0.797,808,113,444,DETR,small
e_IMU,True,rtdetr-l,45.0,200,9,1,0.5259,0.8676,0.8979,0.7946,0.8431,808,92,419,DETR,small
e_IMU,False,rtdetr-l,45.0,200,9,1,0.5119,0.8595,0.8673,0.7686,0.8149,808,74,608,DETR,small
e_VT,True,rtdetr-l,45.0,64,9,1,0.5352,0.847,0.8564,0.8015,0.828,408,67,86,DETR,small
e_VT,False,rtdetr-l,45.0,64,9,1,0.537,0.8647,0.8888,0.7833,0.8327,408,57,149,DETR,small
e_VT,True,rtdetr-l,45.0,200,9,1,0.5728,0.8722,0.8687,0.8284,0.8481,408,49,93,DETR,small
e_VT,False,rtdetr-l,45.0,200,9,1,0.5893,0.9042,0.9148,0.8235,0.8668,408,55,74,DETR,small
e_IMU,True,yolo12n,2.6,64,9,1,0.4557,0.7846,0.8107,0.6931,0.7473,808,213,187,YOLOv12,small
e_IMU,False,yolo12n,2.6,64,9,1,0.4575,0.7906,0.8405,0.6757,0.7492,808,182,224,YOLOv12,small
e_IMU,True,yolo12n,2.6,200,9,1,0.4888,0.8216,0.8704,0.7313,0.7948,808,159,209,YOLOv12,small
e_IMU,False,yolo12n,2.6,200,9,1,0.4983,0.8456,0.8838,0.7532,0.8133,808,128,306,YOLOv12,small
e_VT,True,yolo12n,2.6,64,9,1,0.5328,0.8335,0.8505,0.75,0.7971,408,98,46,YOLOv12,small
e_VT,False,yolo12n,2.6,64,9,1,0.5543,0.8649,0.8607,0.8015,0.83,408,65,63,YOLOv12,small
e_VT,True,yolo12n,2.6,200,9,1,0.563,0.9024,0.869,0.8284,0.8482,408,37,106,YOLOv12,small
e_VT,False,yolo12n,2.6,200,9,1,0.5842,0.903,0.8974,0.8358,0.8655,408,42,94,YOLOv12,small
e_IMU,True,yolo11n,2.6,64,9,1,0.4561,0.7992,0.8392,0.703,0.7651,808,174,211,YOLOv11,small
e_IMU,False,yolo11n,2.6,64,9,1,0.4473,0.7979,0.8496,0.6924,0.763,808,142,417,YOLOv11,small
e_IMU,True,yolo11n,2.6,200,9,1,0.4985,0.832,0.8524,0.7525,0.7993,808,156,218,YOLOv11,small
e_IMU,False,yolo11n,2.6,200,9,1,0.5033,0.8605,0.8599,0.7723,0.8137,808,124,213,YOLOv11,small
e_VT,True,yolo11n,2.6,64,9,1,0.5078,0.826,0.889,0.7456,0.811,408,79,59,YOLOv11,small
e_VT,False,yolo11n,2.6,64,9,1,0.5804,0.8899,0.8715,0.8148,0.8422,408,78,42,YOLOv11,small
e_VT,True,yolo11n,2.6,200,9,1,0.5959,0.8863,0.8651,0.8407,0.8527,408,59,51,YOLOv11,small
e_VT,False,yolo11n,2.6,200,9,1,0.611,0.9193,0.8859,0.8627,0.8742,408,55,45,YOLOv11,small
e_IMU,True,yolo12x,59.1,16,9,2,0.3339,0.6751,0.712,0.5875,0.6438,808,349,140,YOLOv12,large
e_IMU,False,yolo12x,59.1,16,9,2,0.3744,0.7124,0.7633,0.6139,0.6805,808,257,197,YOLOv12,large
e_IMU,True,yolo12x,59.1,64,9,2,0.4715,0.7852,0.8141,0.6943,0.7494,808,222,122,YOLOv12,large
e_IMU,False,yolo12x,59.1,64,9,2,0.4587,0.8167,0.8636,0.6894,0.7667,808,127,306,YOLOv12,large
e_IMU,True,yolo12x,59.1,200,9,2,0.5296,0.8522,0.8521,0.7699,0.8089,808,142,168,YOLOv12,large
e_IMU,False,yolo12x,59.1,200,9,2,0.5173,0.856,0.9081,0.745,0.8185,808,107,285,YOLOv12,large
e_VT,True,yolo12x,59.1,16,9,2,0.3387,0.6198,0.7463,0.4681,0.5754,408,259,11,YOLOv12,large
e_VT,False,yolo12x,59.1,16,9,2,0.4884,0.7897,0.8304,0.7082,0.7644,408,126,36,YOLOv12,large
e_VT,True,yolo12x,59.1,64,9,2,0.5241,0.847,0.8843,0.7525,0.813,408,79,73,YOLOv12,large
e_VT,False,yolo12x,59.1,64,9,2,0.5553,0.8639,0.8535,0.8039,0.828,408,82,42,YOLOv12,large
e_VT,True,yolo12x,59.1,200,9,2,0.6273,0.9059,0.8838,0.848,0.8656,408,60,44,YOLOv12,large
e_VT,False,yolo12x,59.1,200,9,2,0.6407,0.9133,0.908,0.8466,0.8762,408,55,45,YOLOv12,large
e_IMU,True,yolo11x,56.9,16,9,2,0.3507,0.7142,0.7945,0.6077,0.6887,808,190,387,YOLOv11,large
e_IMU,False,yolo11x,56.9,16,9,2,0.38,0.7342,0.7646,0.6213,0.6855,808,283,161,YOLOv11,large
e_IMU,True,yolo11x,56.9,64,9,2,0.467,0.7847,0.846,0.672,0.749,808,226,139,YOLOv11,large
e_IMU,False,yolo11x,56.9,64,9,2,0.4873,0.807,0.8458,0.6894,0.7596,808,187,166,YOLOv11,large
e_IMU,True,yolo11x,56.9,200,9,2,0.5528,0.8588,0.851,0.7748,0.8111,808,152,152,YOLOv11,large
e_IMU,False,yolo11x,56.9,200,9,2,0.5483,0.8565,0.8516,0.7488,0.7969,808,151,158,YOLOv11,large
e_VT,True,yolo11x,56.9,16,9,2,0.3611,0.6703,0.743,0.5597,0.6384,408,201,32,YOLOv11,large
e_VT,False,yolo11x,56.9,16,9,2,0.4568,0.7763,0.8197,0.6691,0.7368,408,152,30,YOLOv11,large
e_VT,True,yolo11x,56.9,64,9,2,0.5479,0.8454,0.8682,0.7598,0.8104,408,110,33,YOLOv11,large
e_VT,False,yolo11x,56.9,64,9,2,0.5803,0.8713,0.8826,0.7922,0.835,408,81,46,YOLOv11,large
e_VT,True,yolo11x,56.9,200,9,2,0.6269,0.906,0.9016,0.8532,0.8767,408,56,43,YOLOv11,large
e_VT,False,yolo11x,56.9,200,9,2,0.6327,0.908,0.8938,0.846,0.8692,408,60,46,YOLOv11,large
e_IMU,True,rtdetr-x,86.0,64,9,2,0.4301,0.7849,0.8594,0.6894,0.765,808,141,622,DETR,large
e_IMU,False,rtdetr-x,86.0,64,9,2,0.4722,0.8161,0.8038,0.7512,0.7766,808,101,589,DETR,large
e_IMU,True,rtdetr-x,86.0,200,9,2,0.5257,0.8542,0.8927,0.7723,0.8281,808,101,436,DETR,large
e_IMU,False,rtdetr-x,86.0,200,9,2,0.5236,0.86,0.8796,0.7686,0.8203,808,96,315,DETR,large
e_VT,True,rtdetr-x,86.0,64,9,2,0.446,0.7981,0.8811,0.6936,0.7762,408,65,371,DETR,large
e_VT,False,rtdetr-x,86.0,64,9,2,0.5376,0.8692,0.8618,0.7794,0.8185,408,50,248,DETR,large
e_VT,True,rtdetr-x,86.0,200,9,2,0.5517,0.8614,0.8213,0.777,0.7985,408,34,581,DETR,large
e_VT,False,rtdetr-x,86.0,200,9,2,0.5666,0.8845,0.8601,0.7941,0.8258,408,37,179,DETR,large
e_IMU,True,rtdetr-l,45.0,64,9,2,0.4766,0.8387,0.8474,0.7698,0.8068,808,108,343,DETR,small
e_IMU,False,rtdetr-l,45.0,64,9,2,0.4655,0.8141,0.8392,0.7265,0.7788,808,118,501,DETR,small
e_IMU,True,rtdetr-l,45.0,200,9,2,0.4938,0.852,0.9019,0.7513,0.8197,808,103,365,DETR,small
e_IMU,False,rtdetr-l,45.0,200,9,2,0.4823,0.8289,0.8472,0.745,0.7928,808,106,547,DETR,small
e_VT,True,rtdetr-l,45.0,64,9,2,0.5121,0.8465,0.809,0.7992,0.8041,408,34,334,DETR,small
e_VT,False,rtdetr-l,45.0,64,9,2,0.5695,0.8923,0.8513,0.8138,0.8321,408,40,158,DETR,small
e_VT,True,rtdetr-l,45.0,200,9,2,0.5867,0.8905,0.8853,0.848,0.8663,408,47,98,DETR,small
e_VT,False,rtdetr-l,45.0,200,9,2,0.5829,0.9139,0.9131,0.7843,0.8438,408,23,269,DETR,small
e_IMU,True,yolo12n,2.6,64,9,2,0.4382,0.7663,0.7761,0.6819,0.7259,808,236,170,YOLOv12,small
